From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
4G79	O62479	reviewed	SAS6_CAEEL	Spindle assembly abnormal protein 6	sas-6 Y45F10D.9	Caenorhabditis elegans	492
2V14	Q96L93	reviewed	KI16B_HUMAN	Kinesin-like protein KIF16B (Sorting nexin-23)	KIF16B C20orf23 KIAA1590 SNX23	Homo sapiens (Human)	1317
5V37	Q9H7B4	reviewed	SMYD3_HUMAN	Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)	SMYD3 ZMYND1 ZNFN3A1	Homo sapiens (Human)	428
1YS1	P22088	reviewed	LIP_BURCE	Triacylglycerol lipase (EC 3.1.1.3) (Extracellular lipase) (Triacylglycerol ester hydrolase)	lip lipA	Burkholderia cepacia (Pseudomonas cepacia)	364
3I9X	Q92EH0	unreviewed	Q92EH0_LISIN	Lin0490 protein	lin0490	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	242
5VXV	Q08215	reviewed	PEX15_YEAST	Peroxisomal membrane protein PEX15 (Peroxin-15) (Peroxisome biosynthesis protein PAS21)	PEX15 PAS21 YOL044W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383
3MSW	Q5LAR6	unreviewed	Q5LAR6_BACFN	Exported protein (Family of uncharacterized function (DUF3836))	BF9343_3026 NCTC9343_00318	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / NCTC 9343 / Onslow)	169
3OZP	Q06GJ0	reviewed	HEXC_OSTFU	Chitooligosaccharidolytic beta-N-acetylglucosaminidase (EC 3.2.1.52) (Beta-GlcNAcase) (Beta-N-acetyl-D-hexosaminidase) (Beta-hexosaminidase) (OfHex1)		Ostrinia furnacalis (Asian corn borer)	594
5LNN	O22267	reviewed	CKI1_ARATH	Histidine kinase CKI1 (EC 2.7.13.3) (Protein CYTOKININ-INDEPENDENT 1)	CKI1 At2g47430 T30B22.27	Arabidopsis thaliana (Mouse-ear cress)	1122
3FKC	Q86T24	reviewed	KAISO_HUMAN	Transcriptional regulator Kaiso (Zinc finger and BTB domain-containing protein 33)	ZBTB33 KAISO ZNF348	Homo sapiens (Human)	672
5E3Q	Q8NRE3	reviewed	DAPD_CORGL	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD Cgl1106 cg1256	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	297
4D0E	P46531	reviewed	NOTC1_HUMAN	Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]	NOTCH1 TAN1	Homo sapiens (Human)	2555
5W98	U5Q3T2	unreviewed	U5Q3T2_PLARO	PbtD	pbtD	Planobispora rosea	333
4JEJ	A5FJK8	reviewed	GGGPS_FLAJ1	Geranylgeranylglyceryl phosphate synthase (GGGP synthase) (GGGPS) (EC 2.5.1.41) ((S)-3-O-geranylgeranylglyceryl phosphate synthase) (Phosphoglycerol geranylgeranyltransferase)	Fjoh_1584	Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / NBRC 14942 / NCIMB 11054 / UW101) (Cytophaga johnsonae)	243
4CRH	Q8TBC3	reviewed	SHKB1_HUMAN	SH3KBP1-binding protein 1 (SETA-binding protein 1)	SHKBP1 SB1 PP203	Homo sapiens (Human)	707
2I49	Q55460	reviewed	CMPA_SYNY3	Bicarbonate-binding protein CmpA	cmpA slr0040	Synechocystis sp. (strain PCC 6803 / Kazusa)	452
2WNK	Q6RUA7	unreviewed	Q6RUA7_TOXGO	Sporozoite-specific SAG protein		Toxoplasma gondii	291
1RI5	Q8SR66	reviewed	MCES_ENCCU	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase)	ABD1 ECU10_0380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	283
3LNB	A0A6L7HKL6	unreviewed	A0A6L7HKL6_BACAN	N-acetyltransferase family protein	GBAA_2152	Bacillus anthracis	279
2FBI	Q9HWP6	unreviewed	Q9HWP6_PSEAE	Probable transcriptional regulator	PA4135	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	140
4LIT	P27431	reviewed	ROXA_ECOLI	Ribosomal protein uL16 3-hydroxylase (EC 1.14.11.47) (Ribosomal oxygenase RoxA) (ROX)	roxA ycfD b1128 JW1114	Escherichia coli (strain K12)	373
3FHD	P88925	unreviewed	P88925_HHV8	Shutoff alkaline exonuclease (SOX) (EC 3.1.-.-)		Human herpesvirus 8 type M	486
3HOL	Q44124	unreviewed	Q44124_ACTPL	Transferrin-binding protein B	tbpB	Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae)	547
5AL6	Q9XZ31	unreviewed	Q9XZ31_DROME	Anastral spindle 2, isoform A	ana2 Ana-2 Ana2 BcDNA:LD22033 Dmel\CG8262 STIL CG8262 Dmel_CG8262	Drosophila melanogaster (Fruit fly)	420
4I1F	O60260	reviewed	PRKN_HUMAN	E3 ubiquitin-protein ligase parkin (Parkin) (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase) (Parkinson juvenile disease protein 2) (Parkinson disease protein 2)	PRKN PARK2	Homo sapiens (Human)	465
5CR9	C7MWN7	unreviewed	C7MWN7_SACVD	ABC-type Fe3+-hydroxamate transport system, periplasmic component	Svir_21280	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / NBRC 12207 / P101)	336
3ZTA	Q2RIF4	unreviewed	Q2RIF4_MOOTA	Anti-sigma-factor antagonist (STAS) domain protein	Moth_1475	Moorella thermoacetica (strain ATCC 39073 / JCM 9320)	272
1T3Y	Q14019	reviewed	COTL1_HUMAN	Coactosin-like protein	COTL1 CLP	Homo sapiens (Human)	142
1KZF	P54656	reviewed	ESAI_PANSE	Acyl-homoserine-lactone synthase (EC 2.3.1.184) (Autoinducer synthesis protein EsaI)	esaI	Pantoea stewartii subsp. stewartii (Erwinia stewartii)	210
2OCG	Q86WA6	reviewed	BPHL_HUMAN	Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein) (Biphenyl hydrolase-related protein) (Bph-rp) (Breast epithelial mucin-associated antigen) (MCNAA)	BPHL MCNAA	Homo sapiens (Human)	291
2J1D	Q9Y4D1	reviewed	DAAM1_HUMAN	Disheveled-associated activator of morphogenesis 1	DAAM1 KIAA0666	Homo sapiens (Human)	1078
4P82	P39765	reviewed	PYRR_BACSU	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR BSU15470	Bacillus subtilis (strain 168)	181
3E2Q	P09546	reviewed	PUTA_ECOLI	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	putA poaA b1014 JW0999	Escherichia coli (strain K12)	1320
2B9W	Q6A8X5	unreviewed	Q6A8X5_CUTAK	Aminooxidase	PPA1039	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	424
3FZE	P32917	reviewed	STE5_YEAST	Protein STE5	STE5 NUL3 YDR103W YD8557.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	917
2ZHJ	P55260	reviewed	ANXA4_RAT	Annexin A4 (36 kDa zymogen granule membrane-associated protein) (ZAP36) (Annexin IV) (Annexin-4) (Lipocortin IV)	Anxa4 Anx4	Rattus norvegicus (Rat)	319
3WZS	G0SB58	unreviewed	G0SB58_CHATD	UDP-glucose-glycoprotein glucosyltransferase-like protein	CTHT_0048990	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (Thermochaetoides thermophila)	1509
4WY9	Q0P8B2	unreviewed	Q0P8B2_CAMJE	MCP-type signal transduction protein	Cj1506c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	700
2P39	Q9GZV9	reviewed	FGF23_HUMAN	Fibroblast growth factor 23 (FGF-23) (Phosphatonin) (Tumor-derived hypophosphatemia-inducing factor) [Cleaved into: Fibroblast growth factor 23 N-terminal peptide; Fibroblast growth factor 23 C-terminal peptide]	FGF23 HYPF UNQ3027/PRO9828	Homo sapiens (Human)	251
4WDC	B9W5G6	reviewed	ACTPC_ACTFR	DELTA-actitoxin-Afr1a (DELTA-AITX-Afr1a) (Alpha-helical pore-forming toxin) (PFT) (Cytolysin) (Fragaceatoxin C) (fraC)		Actinia fragacea (Strawberry anemone)	179
2NML	P84090	reviewed	ERH_HUMAN	Enhancer of rudimentary homolog	ERH	Homo sapiens (Human)	104
3I2K	Q9L9D7	reviewed	COCE_RHOSM	Cocaine esterase (EC 3.1.1.84)	cocE	Rhodococcus sp. (strain MB1 Bresler)	574
4CEK	Q9HAU5	reviewed	RENT2_HUMAN	Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (hUpf2)	UPF2 KIAA1408 RENT2	Homo sapiens (Human)	1272
3EVN	Q8E1B4	unreviewed	Q8E1B4_STRA5	Oxidoreductase, Gfo/Idh/MocA family	SAG0446	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	319
4NI6	B1R775	unreviewed	B1R775_CLOPF	Putative surface anchored protein	AC1_0147	Clostridium perfringens B str. ATCC 3626	1999
5BMQ	D3Q1D9	unreviewed	D3Q1D9_STANL	ErfK/YbiS/YcfS/YnhG family protein	Snas_6095	Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)	303
3F6V	Q0S966	unreviewed	Q0S966_RHOJR	Possible transcriptional regulator, ArsR family protein	RHA1_ro04124	Rhodococcus jostii (strain RHA1)	129
3PMS	Q9XBM8	unreviewed	Q9XBM8_ELIME	Peptide:N-glycosidase F (EC 3.5.1.52)	png	Elizabethkingia meningoseptica (Chryseobacterium meningosepticum)	314
4EIU	A7V680	unreviewed	A7V680_BACUC	DUF3823 domain-containing protein	BACUNI_03093	Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061)	271
4NUX	Q96F46	reviewed	I17RA_HUMAN	Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217)	IL17RA IL17R	Homo sapiens (Human)	866
2FJ8	P12940	reviewed	IBB_HORVU	Bowman-Birk type trypsin inhibitor	BBBI	Hordeum vulgare (Barley)	124
5CAG	A7LXW1	reviewed	FIMB_BACO1	Putative fimbrium anchoring subunit Fim4B	BACOVA_02677	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	333
3FDH	Q8A653	unreviewed	Q8A653_BACTN	SusD homolog	BT_2033	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	520
5J6Y	A1YIY3	unreviewed	A1YIY3_9GAMM	Antifreeze protein		Marinomonas primoryensis	1567
3TG2	P0C6D3	reviewed	VIBB_VIBCH	Vibriobactin-specific isochorismatase (EC 3.3.2.1) (2,3 dihydro-2,3 dihydroxybenzoate synthase) (Isochorismate lyase-ArCP)	vibB VC_0771	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	293
4Y2F	P21865	reviewed	KDPD_ECOLI	Sensor protein KdpD (EC 2.7.13.3)	kdpD b0695 JW0683	Escherichia coli (strain K12)	894
5NF2	B2RHG1	reviewed	MFA1_PORG3	Minor fimbrium subunit Mfa1 (Pg-II fim a)	mfa1 PGN_0287	Porphyromonas gingivalis (strain ATCC 33277 / DSM 20709 / CIP 103683 / JCM 12257 / NCTC 11834 / 2561)	563
4YMY	O64527	reviewed	NB_ARATH	Peroxynitrite isomerase Rv2717c (EC 5.99.-.-) (Ferric Arabidopsis thaliana nitrobindin) (At-Nb(III))	At1g79260 YUP8H12R.14	Arabidopsis thaliana (Mouse-ear cress)	166
1D2T	Q9S1A6	unreviewed	Q9S1A6_SHIBL	Acid phosphatase (EC 3.1.3.2)	pho	Shimwellia blattae (Escherichia blattae)	249
1JI0	Q9X0M3	unreviewed	Q9X0M3_THEMA	Branched chain amino acid ABC transporter, ATP-binding protein	TM_1139	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	239
3UCP	F8UWD6	unreviewed	F8UWD6_9GAMM	UndA		Shewanella sp. HRCR_06	843
3IDW	P32790	reviewed	SLA1_YEAST	Actin cytoskeleton-regulatory complex protein SLA1	SLA1 YBL007C YBL0321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1244
3H2Y	A0A1J9WBB5	unreviewed	A0A1J9WBB5_BACAN	GTPase family protein	GBAA_4562	Bacillus anthracis	368
4KH8	Q838Q9	unreviewed	Q838Q9_ENTFA	DUF4822 domain-containing protein	EF_0376	Enterococcus faecalis (strain ATCC 700802 / V583)	347
4AW7	B5CY96	reviewed	PORA_PHOPM	Beta-porphyranase A (EC 3.2.1.178) (Glycosyl hydrolase 86 family protein A) (GH86A)	BACPLE_01693	Phocaeicola plebeius (strain DSM 17135 / JCM 12973 / M2) (Bacteroides plebeius)	728
4YLR	Q6ZT98	reviewed	TTLL7_HUMAN	Tubulin polyglutamylase TTLL7 (EC 6.3.2.-) (Testis development protein NYD-SP30) (Tubulin--tyrosine ligase-like protein 7)	TTLL7	Homo sapiens (Human)	887
2FCL	Q9X0A5	unreviewed	Q9X0A5_THEMA	Uncharacterized protein	TM_1012	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	158
5D9R	Q9FIG9	reviewed	ARC6_ARATH	Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6, chloroplastic (AtARC6)	ARC6 At5g42480 MDH9.18	Arabidopsis thaliana (Mouse-ear cress)	801
6HCE	P02752	reviewed	RBP_CHICK	Riboflavin-binding protein (RBP) [Cleaved into: Riboflavin-binding protein, plasma form; Riboflavin-binding protein, yolk major form; Riboflavin-binding protein, yolk minor form]		Gallus gallus (Chicken)	238
6G49	Q9HZX3	reviewed	TGPA_PSEAE	Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase protein A) (TGase A)	tgpA PA2873	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	668
4FO5	A6LAZ9	unreviewed	A6LAZ9_PARD8	Thioredoxin-like fold domain-containing protein	BDI_1100	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	166
1Q0P	P00751	reviewed	CFAB_HUMAN	Complement factor B (EC 3.4.21.47) (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment]	CFB BF BFD	Homo sapiens (Human)	764
1R6J	O00560	reviewed	SDCB1_HUMAN	Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1)	SDCBP MDA9 SYCL	Homo sapiens (Human)	298
2X5R	Q6ZYF6	unreviewed	Q6ZYF6_PSVY	Uncharacterized protein		Pyrobaculum spherical virus (isolate United States/Yellowstone) (PSV)	125
1YU5	P02640	reviewed	VILI_CHICK	Villin-1	VIL1 VIL	Gallus gallus (Chicken)	826
2IMQ	O76745	reviewed	NP_CIMLE	Nitrophorin Cim l NP (NP) (Salivary nitrophorin) (cNP) (allergen Cim l NP)		Cimex lectularius (Bed bug) (Acanthia lectularia)	302
2V8I	A1JSS8	unreviewed	A1JSS8_YERE8	Periplasmic pectate lyase	pelY YE4069	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	572
4GS5	C6W5A4	unreviewed	C6W5A4_DYAFD	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II-like protein	Dfer_1215	Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / CIP 107007 / KCTC 52180 / NS114)	355
3LAX	A6L0Y5	unreviewed	A6L0Y5_PHOV8	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase)	BVU_1668	Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) (Bacteroides vulgatus)	432
2NRQ	Q9UXC9	unreviewed	Q9UXC9_SACSO	RNA-binding protein (Uncharacterized protein ORF-c20_032)	ORF-c20_032 HFC64_15305 SSOP1_0766 SULA_1824 SULB_1825 SULC_1823 SULG_09155 SULH_09155 SULI_09155 SULM_09145 SULN_09145 SULO_09155 SULZ_09080	Saccharolobus solfataricus (Sulfolobus solfataricus)	149
2BF6	Q59310	unreviewed	Q59310_CLOPF	Exo-alpha-sialidase (EC 3.2.1.18)	nanH	Clostridium perfringens	694
2CWY	Q5SM75	unreviewed	Q5SM75_THET8	DUF309 domain-containing protein	TTHA0068	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	94
5TNV	A0R760	unreviewed	A0R760_MYCS2	AP endonuclease, family protein 2	MSMEG_6790	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	306
3N17	D0VV09	unreviewed	D0VV09_BACCE	Chitinase A		Bacillus cereus	360
4M7T	Q8G907	reviewed	BTRN_NIACI	S-adenosyl-L-methionine-dependent 2-deoxy-scyllo-inosamine dehydrogenase (EC 1.1.99.38) (Butirosin biosynthesis protein N) (Radical S-adenosylmethionine dehydrogenase BtrN) (RS dehydrogenase BtrN) (Radical SAM dehydrogenase BtrN)	btrN	Niallia circulans (Bacillus circulans)	250
1IKT	P51659	reviewed	DHB4_HUMAN	Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]	HSD17B4 EDH17B4 SDR8C1	Homo sapiens (Human)	736
3FO8	P13332	reviewed	TSP_BPT4	Tail sheath protein (TSP) (Gene product 18) (gp18)	18	Enterobacteria phage T4 (Bacteriophage T4)	659
3SNK	Q989D4	unreviewed	Q989D4_RHILO	Pilus assembly protein	mll6475	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	387
2ATZ	O24984	unreviewed	O24984_HELPY	DUF1882 domain-containing protein	HP_0184	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180
3NZT	Q5NHS8	unreviewed	Q5NHS8_FRATT	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA FTT_0367c	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	501
6EIO	A0A023J6X7	unreviewed	A0A023J6X7_9BACT	Antifreeze protein		uncultured bacterium	251
3QAV	B9VX79	unreviewed	B9VX79_LATEL	Rho-class glutathione S-transferase		Laternula elliptica (Freshwater crab) (Anatina prismatica)	223
3N54	P39571	reviewed	GERBC_BACSU	Spore germination protein B3	gerBC BSU35820	Bacillus subtilis (strain 168)	374
6RWQ	P02754	reviewed	LACB_BOVIN	Beta-lactoglobulin (Beta-LG) (allergen Bos d 5)	LGB	Bos taurus (Bovine)	178
5W2I	Q8NFU5	reviewed	IPMK_HUMAN	Inositol polyphosphate multikinase (EC 2.7.1.140) (EC 2.7.1.151) (EC 2.7.1.153) (Inositol 1,3,4,6-tetrakisphosphate 5-kinase)	IPMK IMPK	Homo sapiens (Human)	416
5ZIB	Q09328	reviewed	MGT5A_HUMAN	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase V) (GlcNAc-T V) (GNT-V) (Mannoside acetylglucosaminyltransferase 5) (N-acetylglucosaminyl-transferase V) [Cleaved into: Secreted alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (Secreted beta-1,6-N-acetylglucosaminyltransferase V) (Secreted GNT-V)]	MGAT5 GGNT5	Homo sapiens (Human)	741
3D89	Q8K2P6	reviewed	RFESD_MOUSE	Rieske domain-containing protein	Rfesd	Mus musculus (Mouse)	157
4LGJ	Q8X834	unreviewed	Q8X834_ECO57	T3SS secreted effector NleC	nleC ECs_0847	Escherichia coli O157:H7	339
2O2G	Q3M5Q1	unreviewed	Q3M5Q1_TRIV2	Dienelactone hydrolase	Ava_4081	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	222
6F72	G2QDQ9	reviewed	VAO15_THET4	VAO-type flavoprotein oxidase VAO615	MYCTH_2305637	Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile)	574
6GMC	Q9UJM8	reviewed	HAOX1_HUMAN	2-Hydroxyacid oxidase 1 (HAOX1) (EC 1.1.3.15) (Glycolate oxidase) (GO) (GOX) (Glyoxylate oxidase) (EC 1.2.3.5)	HAO1 GOX1	Homo sapiens (Human)	370
5XWC	B6V7E4	unreviewed	B6V7E4_ASPNG	Glutamate dehydrogenase		Aspergillus niger	460
1LMI	P9WIP1	reviewed	MP63_MYCTU	Immunogenic protein MPT63 (16 kDa immunoprotective extracellular protein) (Antigen MPT63)	mpt63 Rv1926c MTCY09F9.38	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	159
4MV4	P43873	reviewed	ACCC_HAEIN	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	accC HI_0972	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	448
3ZN3	O94556	reviewed	APC8_SCHPO	Anaphase-promoting complex subunit 8 (20S cyclosome/APC complex protein apc8) (Cell untimely torn protein 23)	cut23 apc8 SPAC6F12.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	565
2CXH	Q9YC08	reviewed	BRIX_AERPE	Probable Brix domain-containing ribosomal biogenesis protein	APE_1443.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	180
3GOH	Q8EED0	unreviewed	Q8EED0_SHEON	Alcohol dehydrogenase zinc-containing	SO_2452	Shewanella oneidensis (strain MR-1)	314
1EOK	P36913	reviewed	EBA3_ELIME	Endo-beta-N-acetylglucosaminidase F3 (EC 3.2.1.96) (Di-N-acetylchitobiosyl beta-N-acetylglucosaminidase F3) (Endoglycosidase F3) (Mannosyl-glycoprotein endo-beta-N-acetyl-glucosaminidase F3)	endOF3	Elizabethkingia meningoseptica (Chryseobacterium meningosepticum)	329
1EB6	P46076	reviewed	NPII_ASPOR	Neutral protease 2 (EC 3.4.24.39) (Deuterolysin) (Neutral protease II) (NPII)	AO090010000493	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	352
1JNI	P44654	reviewed	NAPB_HAEIN	Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)	napB HI_0347	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	150
1DMG	P38516	reviewed	RL4_THEMA	Large ribosomal subunit protein uL4 (50S ribosomal protein L4) (TmaL4)	rplD TM_1499	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	235
4H86	P38013	reviewed	AHP1_YEAST	Peroxiredoxin AHP1 (Prx) (EC 1.11.1.24) (Alkyl hydroperoxide reductase) (AHPC1) (Cytoplasmic thiol peroxidase 3) (cTPx 3) (Thiol-specific antioxidant II) (TSA II) (Thioredoxin peroxidase type II) (TPx type II) (Thioredoxin-dependent peroxiredoxin AHP1)	AHP1 YLR109W L2916 L9354.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	176
2OF3	G5EEM5	reviewed	ZYG9_CAEEL	Zygote defective protein 9	zyg-9 F22B5.7	Caenorhabditis elegans	1415
3OJ0	Q97B68	reviewed	HEM1_THEVO	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA TV0590 TVG0579613	Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1)	409
2Z4S	P46798	reviewed	DNAA_THEMA	Chromosomal replication initiator protein DnaA	dnaA TM_0926	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	440
3MD7	Q2YQ74	unreviewed	Q2YQ74_BRUA2	Beta-lactamase-like	BAB1_1016	Brucella abortus (strain 2308)	272
2YVQ	P31327	reviewed	CPSM_HUMAN	Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)	CPS1	Homo sapiens (Human)	1500
3F67	A6TGL0	unreviewed	A6TGL0_KLEP7	Dienelactone hydrolase	ysgA KPN_04326	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	270
4U9O	Q9KPS1	reviewed	NQRA_VIBCH	Na(+)-translocating NADH-quinone reductase subunit A (Na(+)-NQR subunit A) (Na(+)-translocating NQR subunit A) (EC 7.2.1.1) (NQR complex subunit A) (NQR-1 subunit A)	nqrA VC_2295	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	446
3D3Y	Q82ZB5	unreviewed	Q82ZB5_ENTFA	Peptidase M16 C-terminal domain-containing protein	EF_3151	Enterococcus faecalis (strain ATCC 700802 / V583)	422
5DMA	P56255	reviewed	PCRA_GEOSE	ATP-dependent DNA helicase PcrA (EC 5.6.2.4) (DNA 3'-5' helicase PcrA)	pcrA	Geobacillus stearothermophilus (Bacillus stearothermophilus)	724
4QPN	Q96AZ1	reviewed	EFMT3_HUMAN	EEF1A lysine methyltransferase 3 (EC 2.1.1.-) (Hepatocellular carcinoma-associated antigen 557a) (Methyltransferase-like protein 21B) (Protein-lysine methyltransferase METTL21B) (eEF1A-KMT3)	EEF1AKMT3 FAM119B HCA557A METTL21B	Homo sapiens (Human)	226
4EV1	Q8Z0I2	unreviewed	Q8Z0I2_NOSS1	Alr0114 protein	alr0114	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	274
2HBW	Q3M7N3	unreviewed	Q3M7N3_TRIV2	NLP/P60	Ava_3396	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	234
